,Compound_Score,Negative_Score,Neutral_Score,Positive_Score,Screen_Name,Time,Tweets,Tweets_Ago
124,0.7096,0.0,0.877,0.123,CBS,2018-04-03 18:00:00+00:00,"In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countless tunes and five-decade career. Watch Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday, April 10 at 9/8c on CBS and CBS All Access. #EltonSalute https://t.co/AAfr8a38l3",25
125,0.807,0.0,0.659,0.341,CBS,2018-04-03 05:17:01+00:00,Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighting up our offices in blue! https://t.co/pV8DIqpWpp,26
126,0.1513,0.051,0.884,0.065,CBS,2018-04-02 17:30:00+00:00,"No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday, April 10 at 9/8c on CBS and CBS All Access. #EltonSalute https://t.co/ZFN4qNIA6R",27
127,0.7783,0.0,0.788,0.212,CBS,2018-04-01 17:00:03+00:00,"The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes over on Sunday, April 15 at 8/7c. Who's ready? #ACMawards https://t.co/EOg51KYH1V",28
128,0.7351,0.0,0.854,0.146,CBS,2018-03-31 18:00:00+00:00,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a new @48Hours “Live to Tell” takes you inside the world of sex trafficking and introduces you to the heroes helping survivors escape its grip. https://t.co/ZiRmt37WQ9",29
129,0.4199,0.0,0.938,0.062,CBS,2018-03-31 15:30:00+00:00,"Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to take center stage at the 53rd #ACMawards. Tune in on Sunday, April 15 at 8/7c on CBS and CBS All Access. https://t.co/AGmgJfO622",30
130,0.6688,0.0,0.891,0.109,CBS,2018-03-30 16:50:00+00:00,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a neutral background. Use #WomanAmenACM in your post for a chance for it to be included in my #ACMawards performance on April 15 on CBS! Visit: https://t.co/sGl3a68QRF https://t.co/jgW9MIL6Xu,31
131,0.0,0.0,1.0,0.0,CBS,2018-03-29 17:32:40+00:00,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards! Tune in on Sunday, April 15 at 8/7c on CBS and CBS All Access to see them and many others take the stage: https://t.co/1jjWMzBqcg https://t.co/PSNZYJ2Jj2",32
132,0.6239,0.0,0.903,0.097,CBS,2018-03-29 17:30:02+00:00,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of The Year at the 53rd #ACMawards? Find out who will win on Sunday, April 15 at 8/7c on CBS and CBS All Access! https://t.co/erbGk4sBAJ",33
133,0.3818,0.068,0.8,0.133,CBS,2018-03-27 21:00:01+00:00,"Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd #ACMawards. Tune in on Sunday, April 15 at 8/7c on CBS and CBS All Access. https://t.co/Nkq7COYFZi",34
134,0.296,0.0,0.95,0.05,CBS,2018-03-27 17:00:00+00:00,"Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorable hits. Watch Elton John: I’m Still Standing - A GRAMMY®￼ Salute on Wednesday, April 10 at 9/8c on CBS and CBS All Access. #GRAMMYConcert https://t.co/oBdPJbXS3H",35
135,0.508,0.0,0.88,0.12,CBS,2018-03-26 22:14:25+00:00,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",36
136,0.0,0.0,1.0,0.0,CBS,2018-03-26 20:42:48+00:00,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",37
137,0.7959,0.0,0.786,0.214,CBS,2018-03-26 16:59:19+00:00,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,38
138,0.807,0.0,0.799,0.201,CBS,2018-03-26 16:05:18+00:00,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! Watch them all perform live on Sunday, April 15 at 8/7c on CBS and CBS All Access: https://t.co/NfwSXyKlPw https://t.co/X0PHYI0Asq",39
139,0.0,0.0,1.0,0.0,CBS,2018-03-25 23:57:34+00:00,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT #MadamSecretary 10:35ET/9:35C https://t.co/0l3xWcbiWV,40
140,0.5754,0.053,0.802,0.145,CBS,2018-03-25 17:15:25+00:00,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/5u7SBU2Pow,41
141,0.5399,0.0,0.801,0.199,CBS,2018-03-24 22:46:53+00:00,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,42
142,-0.34,0.185,0.7,0.115,CBS,2018-03-24 22:46:43+00:00,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,43
143,0.7003,0.0,0.791,0.209,CBS,2018-03-24 22:25:03+00:00,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",44
144,0.0,0.0,1.0,0.0,CBS,2018-03-24 22:21:37+00:00,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,45
145,0.0,0.0,1.0,0.0,CBS,2018-03-24 22:21:34+00:00,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",46
146,0.7184,0.0,0.667,0.333,CBS,2018-03-24 22:21:26+00:00,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",47
147,0.9451,0.0,0.58,0.42,CBS,2018-03-24 22:21:23+00:00,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,48
148,0.6239,0.0,0.909,0.091,CBS,2018-03-24 20:00:02+00:00,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nominees for Male Vocalist Of The Year at the 53rd #ACMawards. Find out who will win on Sunday, April 15 at 8/7c on CBS and CBS All Access! https://t.co/FSyGnhk9jC",49
149,0.8697,0.0,0.765,0.235,CBS,2018-03-23 22:33:52+00:00,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9:30PM ET with a FREE trial of CBS All Access: https://t.co/3P85rXLy4b https://t.co/5fFhzLphIM,50
150,0.4939,0.0,0.686,0.314,CBS,2018-03-23 22:33:04+00:00,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,51
151,0.8997,0.0,0.645,0.355,CBS,2018-03-23 22:32:48+00:00,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",52
152,0.6514,0.0,0.907,0.093,CBS,2018-03-22 22:10:29+00:00,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at 7PM ET AND #9 Kansas State vs #5 Kentucky LIVE at 9:30PM ET with a FREE trial of CBS All Access: https://t.co/3P85rXLy4b https://t.co/6oFyjNInaY,53
153,0.7081,0.066,0.623,0.311,CBS,2018-03-22 20:52:02+00:00,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,54
154,0.636,0.0,0.819,0.181,CBS,2018-03-22 00:23:38+00:00,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominees here: https://t.co/AZaodQdmZh https://t.co/o6I3gXiWkW,55
155,0.4588,0.0,0.933,0.067,CBS,2018-03-21 18:00:01+00:00,"Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showcase her incredible talents at the 53rd #ACMawards. Tune in on Sunday, April 15 at 8/7c on CBS and CBS All Access. https://t.co/DzuJixYxq8",56
156,0.5106,0.0,0.918,0.082,CBS,2018-03-20 20:00:01+00:00,"The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mic. Watch her take the stage on Sunday, April 15 at 8/7c on CBS and CBS All Access. https://t.co/9703bXO8AF",57
157,0.0,0.0,1.0,0.0,CBS,2018-03-20 17:58:43+00:00,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,58
158,0.5562,0.0,0.826,0.174,CBS,2018-03-20 16:52:42+00:00,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,59
159,0.0,0.0,1.0,0.0,CBS,2018-03-20 16:11:00+00:00,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stellar lineup of performers at the 53rd #ACMawards. Watch their performances live on Sunday, April 15 at 8/7c on CBS and CBS All Access: https://t.co/DIgk4MmOeX https://t.co/nXUoZZilEx",60
160,0.7845,0.072,0.619,0.309,CBS,2018-03-19 21:02:26+00:00,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",61
161,0.0,0.0,1.0,0.0,CBS,2018-03-18 23:44:30+00:00,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT #NCISLA 9:37ET/8:37CT #MadamSecretary 10:37ET/9:37CT https://t.co/LAO16hq9qt,62
162,0.6514,0.0,0.787,0.213,CBS,2018-03-18 18:05:43+00:00,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,63
163,0.1867,0.0,0.92,0.08,CBS,2018-03-18 17:09:53+00:00,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",64
164,0.0,0.0,1.0,0.0,CBS,2018-03-17 19:00:02+00:00,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the 53rd #ACMawards. Tune in on Sunday, April 15 at 8/7c on CBS and CBS All Access. https://t.co/A0AWXh1NQW",65
165,0.6166,0.0,0.845,0.155,CBS,2018-03-17 17:42:43+00:00,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Access: https://t.co/3P85rXLy4b https://t.co/sAGvQnfYVc,66
166,0.8402,0.0,0.75,0.25,CBS,2018-03-17 14:00:03+00:00,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every single episode of Cheers is streaming on CBS All Access: https://t.co/odH8tpkyyt https://t.co/pbdzF3UIu6,67
167,0.296,0.0,0.901,0.099,CBS,2018-03-16 22:53:21+00:00,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS. https://t.co/EDUplfolnw https://t.co/f4T670tikF,68
168,0.0,0.0,1.0,0.0,CBS,2018-03-16 18:15:53+00:00,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",69
169,0.6514,0.0,0.829,0.171,CBS,2018-03-16 16:28:40+00:00,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access: https://t.co/3P85rXLy4b https://t.co/uAOtRkGdR8,70
170,0.7088,0.0,0.763,0.237,CBS,2018-03-15 17:54:06+00:00,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",71
171,-0.4939,0.157,0.766,0.077,CBS,2018-03-15 17:20:26+00:00,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,72
172,0.6514,0.0,0.806,0.194,CBS,2018-03-15 16:42:41+00:00,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,73
173,0.6115,0.0,0.734,0.266,CBS,2018-03-15 14:32:16+00:00,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,74
174,0.6696,0.0,0.892,0.108,CBS,2018-03-14 19:30:01+00:00,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vocalist Of The Year at the 53rd #ACMawards. Tune in on Sunday, April 15 at 8/7c on CBS and CBS All Access. https://t.co/ZKMXzTVPE3",75
175,0.3612,0.0,0.857,0.143,CBS,2018-03-13 18:48:52+00:00,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",76
176,0.539,0.0,0.899,0.101,CBS,2018-03-13 14:15:10+00:00,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs on Elton John: I’m Still Standing - A GRAMMY®￼ Salute airing April 10 on CBS: https://t.co/46ZXbDfoKE #GRAMMYConcert https://t.co/QpG8lpICHa",77
177,0.2244,0.0,0.917,0.083,CBS,2018-03-12 18:13:28+00:00,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,78
178,0.0,0.0,1.0,0.0,CBS,2018-03-12 01:20:43+00:00,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",79
179,0.4926,0.0,0.883,0.117,CBS,2018-03-09 22:48:26+00:00,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,80
180,0.1275,0.092,0.795,0.113,CBS,2018-03-09 22:24:20+00:00,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",81
181,0.784,0.0,0.853,0.147,CBS,2018-03-09 21:10:21+00:00,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five nominees for Female Vocalist Of The Year at the 53rd #ACMawards. Find out who will win on Sunday, April 15 at 8/7c on CBS and CBS All Access! https://t.co/7oAdaSzSe6",82
182,0.8658,0.0,0.553,0.447,CBS,2018-03-09 18:27:28+00:00,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",83
183,0.0,0.0,1.0,0.0,CBS,2018-03-09 16:02:27+00:00,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,84
184,0.91,0.0,0.675,0.325,CBS,2018-03-08 18:00:49+00:00,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influential woman in your life for #InternationalWomensDay. #PressforProgress #IWD2018 https://t.co/GcaRzlZfeh,85
185,0.6688,0.0,0.889,0.111,CBS,2018-03-08 17:03:04+00:00,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a chance for your photo to be included in @DierksBentley's #ACMawards performance on April 15th on CBS &amp; CBS All Access! Official rules: https://t.co/sGl3a68QRF https://t.co/iLCbNdqJzs,86
186,-0.2023,0.23,0.619,0.15,CBS,2018-03-07 18:39:10+00:00,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",87
187,0.0,0.0,1.0,0.0,CBS,2018-03-07 17:06:02+00:00,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academy of Country Music Awards™. Find out which chart-toppers will be taking center stage: https://t.co/Wuznyh2o8r #ACMawards https://t.co/QOD0NTsfjc",88
188,0.6705,0.0,0.766,0.234,CBS,2018-03-06 18:10:59+00:00,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access: https://t.co/v0nyauJcAL https://t.co/6SwEzlBdKR",89
189,0.4389,0.0,0.915,0.085,CBS,2018-03-05 22:16:43+00:00,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Year at the 53rd #ACMawards? Find out on Sunday, April 15 at 8/7c on CBS and CBS All Access! https://t.co/VBrIIlxwb1",90
190,0.4404,0.0,0.884,0.116,CBS,2018-03-04 08:05:26+00:00,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",91
191,0.0,0.0,1.0,0.0,CBS,2018-03-03 20:55:20+00:00,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",92
192,0.91,0.0,0.658,0.342,CBS,2018-03-02 22:30:01+00:00,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebrating accomplished women in the field of STEM: https://t.co/jm0fb7YZz9 https://t.co/d0FxGxVolS",93
193,0.7096,0.0,0.803,0.197,CBS,2018-03-02 20:30:01+00:00,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to the fields of science, technology, engineering, and math (STEM) #SeeHer. https://t.co/kG51AfKzVb",94
194,0.4215,0.033,0.892,0.075,CBS,2018-03-02 18:45:00+00:00,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will pay tribute to 12 trailblazing women who have contributed to the fields of science, technology, engineering, and math (STEM). Learn more: https://t.co/jm0fb7YZz9 https://t.co/4BBrBomkx1",95
195,-0.6981,0.21,0.79,0.0,CBS,2018-03-01 18:59:01+00:00,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,96
196,0.4547,0.092,0.749,0.159,CBS,2018-03-01 18:12:57+00:00,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",97
197,0.8591,0.0,0.462,0.538,CBS,2018-03-01 18:11:50+00:00,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,98
198,0.4885,0.151,0.615,0.234,CBS,2018-03-01 18:10:50+00:00,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,99
199,0.5994,0.0,0.822,0.178,CBS,2018-03-01 14:36:21+00:00,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",100
200,-0.802,0.27,0.669,0.061,CNN,2018-04-09 16:24:03+00:00,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action will be made over the next 24-48 hours https://t.co/xeC0GgbTmo https://t.co/ADaEON10Go",1
201,-0.6115,0.18,0.771,0.048,CNN,2018-04-09 16:15:27+00:00,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may. And if he does it’s going to be very tough, very tough… Everybody’s gonna pay a price. He will, everybody will.” https://t.co/xGjnDBC7VI https://t.co/sdDK3bOIM6",2
202,-0.6124,0.167,0.833,0.0,CNN,2018-04-09 16:06:04+00:00,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspected chemical attack in Syria https://t.co/BYtLdZR7xL https://t.co/Mpfj1k7CEo,3
203,-0.5106,0.091,0.909,0.0,CNN,2018-04-09 16:00:37+00:00,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it’s Syria, if it’s Iran, if it’s all of them together, we’ll figure it out.” https://t.co/xNEBnlfn5I https://t.co/DZ1UPkV6VY",4
204,-0.4404,0.1,0.9,0.0,CNN,2018-04-09 15:51:28+00:00,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hearings this week on the Cambridge Analytica scandal https://t.co/c5ZaEUiSjl https://t.co/5xWtWCGb1U",5
205,-0.802,0.369,0.631,0.0,CNN,2018-04-09 15:50:06+00:00,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion https://t.co/8MxPmOpy15 https://t.co/vqrw5xWwrY",6
206,-0.34,0.183,0.732,0.085,CNN,2018-04-09 15:40:08+00:00,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for increased education funding https://t.co/wwaedXmI8F https://t.co/5drw2odsbo",7
207,0.6249,0.044,0.758,0.199,CNN,2018-04-09 15:30:10+00:00,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorite | Analysis by @ForecasterEnten https://t.co/l1aS8ywKDY https://t.co/00D9SgnIKQ",8
208,0.0,0.0,1.0,0.0,CNN,2018-04-09 15:20:12+00:00,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl,9
209,-0.4588,0.111,0.889,0.0,CNN,2018-04-09 15:12:03+00:00,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less than two years the pill has been on the market. https://t.co/uhOaKoo9f5 https://t.co/aOQDirLoXu,10
210,-0.3818,0.139,0.753,0.108,CNN,2018-04-09 15:07:36+00:00,"People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to players with the Humboldt Broncos hockey team and five others, including two coaches, who were killed in a bus crash in Canada https://t.co/eQV2iLcdO6 https://t.co/c1JDGWv1FR",11
211,-0.8481,0.254,0.746,0.0,CNN,2018-04-09 15:03:51+00:00,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers rolled with speed for several miles before being brought to an emergency stop by railway staff https://t.co/WE5tfYTI2Q",12
212,0.8316,0.0,0.754,0.246,CNN,2018-04-09 14:47:09+00:00,"Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one of several selected charities instead, Kensington Palace announced https://t.co/WgxKdQn5yk https://t.co/6Ft6zPUH1t",13
213,-0.1901,0.071,0.929,0.0,CNN,2018-04-09 14:31:06+00:00,"When it comes to Syria, President Trump can tweet and launch strikes if he wants, but not much else | Analysis by @jamietarabay https://t.co/n0beCAYGWp https://t.co/t88yqmkOfz",14
214,-0.4549,0.153,0.847,0.0,CNN,2018-04-09 14:21:53+00:00,"RT @cnni: Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" spoke with @npwcnn from inside the detention faci…",15
215,-0.6124,0.143,0.857,0.0,CNN,2018-04-09 14:20:03+00:00,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other international leaders denounced the Syrian regime for their alleged role in a suspected chemical attack https://t.co/ExjeHK8g8f https://t.co/jSzKa8Fier",16
216,0.7579,0.056,0.69,0.255,CNN,2018-04-09 14:04:35+00:00,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event that some women use it to gain significance by playing the victim https://t.co/ISoG8s6UPQ https://t.co/TgKk1FIj0a,17
217,0.0,0.0,1.0,0.0,CNN,2018-04-09 13:52:05+00:00,"From political refugee to CEO: How Geisha Williams made history by becoming the first Latina CEO of a Fortune 500 Company

The latest #BossFiles with @PoppyHarlowCNN:

Listen: https://t.co/N7bdHmTw4X
Read: https://t.co/HtU5WMvbO7
Watch: https://t.co/LDRfVwEEVO https://t.co/chafb2z3kz",18
218,-0.5423,0.13,0.831,0.039,CNN,2018-04-09 13:40:21+00:00,"Defense Secretary James Mattis on the possibility of launching airstrikes against Syrian President Bashar al-Assad's regime in response to the suspected chemical gas attack on civilians: ""I don't rule out anything right now"" https://t.co/GqcFuyNRWH https://t.co/SttejMzAlT",19
219,-0.0772,0.071,0.929,0.0,CNN,2018-04-09 13:29:17+00:00,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films https://t.co/q8dV6fKBkK https://t.co/UmoskJMoRT",20
220,-0.0258,0.18,0.645,0.175,CNN,2018-04-09 13:20:01+00:00,Attorney General Jeff Sessions just made the opioid war harder to win | via @CNNopinion https://t.co/eO2ZYGLkm8 https://t.co/5ZmHgOzoz7,21
221,-0.8481,0.267,0.733,0.0,CNN,2018-04-09 13:12:03+00:00,"A disaster was narrowly averted in eastern India after a runaway train carrying up to 1,000 passengers rolled with speed for several miles before being brought to an emergency stop by railway staff https://t.co/X44XNpCGi1",22
222,-0.8319,0.29,0.634,0.075,CNN,2018-04-09 13:05:54+00:00,"Syria and it most powerful ally, Russia, blamed Israel for striking an airbase in the war-torn country on Monday, following a suspected chemical gas attack that drew condemnation from world powers https://t.co/UMFcToXx1f",23
223,-0.3612,0.072,0.892,0.036,CNN,2018-04-09 13:00:15+00:00,"Stormy Daniels' legal team plans to release a composite sketch of the man the porn star says threatened her in 2011 when she was trying to sell her story about her alleged affair with Donald Trump, her lawyer says https://t.co/ncXhCzFZsE",24
224,0.0,0.051,0.898,0.051,CNN,2018-04-09 12:49:37+00:00,"Florida Republican Gov. Rick Scott says he's running for the US Senate, setting up a serious challenge to the state's incumbent Democrat, Bill Nelson https://t.co/aYfZAJgCql https://t.co/QVfU50EyQk",25
225,0.6369,0.0,0.704,0.296,CNN,2018-04-09 12:45:10+00:00,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/0vjI9pVzDK via @CNNTravel https://t.co/MPo2WPjbfX,26
226,-0.0258,0.154,0.647,0.199,CNN,2018-04-09 12:38:55+00:00,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/XHbOXLchua https://t.co/XXBefmOdcn,27
227,-0.7184,0.214,0.743,0.043,CNN,2018-04-09 12:37:05+00:00,"Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on Monday, following a suspected chemical gas attack over the weekend https://t.co/qUwii0pYxN https://t.co/JGMXKn22Ae",28
228,0.0,0.0,1.0,0.0,CNN,2018-04-09 12:30:11+00:00,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating global and domestic tests of will, it's becoming impossible to keep count | Analysis by @StCollinson https://t.co/mKqpRkL6lk",29
229,-0.4019,0.137,0.863,0.0,CNN,2018-04-09 12:26:02+00:00,"Deutsche Bank, Germany's biggest lender, is getting rid of its CEO after years of heavy losses. https://t.co/pEPHndpHJF https://t.co/mxibXLtdQN",30
230,0.0,0.0,1.0,0.0,CNN,2018-04-09 12:19:04+00:00,4 questions Congress must ask Facebook CEO Mark Zuckerberg https://t.co/5PaplSDYRt https://t.co/TPsfQPpUKu,31
231,-0.1226,0.049,0.951,0.0,CNN,2018-04-09 12:16:02+00:00,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's actions ""regrettable"" in an interview with CNN https://t.co/B6wdiYoJ8h https://t.co/8yEEgFWybF",32
232,-0.4215,0.078,0.892,0.03,CNN,2018-04-09 12:12:37+00:00,"Facebook CEO Mark Zuckerberg is on Capitol Hill today to meet with lawmakers, including members of committees holding hearings this week on the Cambridge Analytica scandal, according to a source familiar with the matter https://t.co/LHoMSrJLU5 https://t.co/hQdfSO0bNM",33
